Population size,Life span (sec),Max generations,New genes probability,Mutation rate,Selection function,Crossover operator
100,30,100,0.200000,0.010000,Roulette,One point
,,,,Roulette sections,100,
,,,,Tournament members,2,
,,,,,,
1,60.000004,137.110001,550.103638,101.555130,53.485889,55.871693,56.337578,56.133862,78.443161,79.270782,79.988281,79.961021,30.244209,30.193375,30.425671,30.065054,<-22.235510 | 51.377201>,<-69.120575 | -36.944077>,<-19.573261 | 50.601246>,<-68.513329 | -34.824203>,<159.200531 | 159.200531>,<-0.416767 | -0.416767>,<158.733643 | 158.733643>,<-0.647659 | -0.647659>,<-155.573853 | -155.573853>,<-154.567230 | -154.567230>,<-145.330246 | -145.330246>,<-159.406921 | -159.406921>
2,46.000000,167.679993,577.548706,99.070740,51.824112,55.914444,56.081295,54.980644,78.443161,79.270782,79.988281,79.429214,30.244209,30.864265,30.633266,30.065054,<-14.594544 | 48.429649>,<-66.519516 | -34.845699>,<-14.221127 | 46.401367>,<-66.427444 | -33.421951>,<159.200531 | 159.200531>,<-0.416767 | -0.416767>,<157.388702 | 157.388702>,<-0.647659 | -0.647659>,<-144.075058 | -144.075058>,<-154.567230 | -154.567230>,<-142.876862 | -142.876862>,<-159.406921 | -159.406921>
3,29.000000,207.539993,579.533081,80.986366,52.561455,55.411343,54.825775,54.715530,78.219711,79.270782,79.600708,79.429214,30.244209,30.864265,30.633266,30.065054,<-5.829507 | 37.920589>,<-58.131500 | -31.197319>,<-3.086349 | 40.666840>,<-63.108013 | -32.421566>,<159.200531 | 159.200531>,<-0.416767 | -0.416767>,<139.312134 | 139.312134>,<-0.647659 | -0.647659>,<-98.650360 | -98.650360>,<-154.567230 | -154.567230>,<-113.724808 | -113.724808>,<-154.561661 | -154.561661>
4,11.000000,252.679993,535.015747,82.728813,53.646107,54.727856,55.134903,54.582672,78.219711,79.270782,79.600708,79.429214,30.244209,30.864265,30.680548,30.065054,<-2.429978 | 34.335873>,<-50.828281 | -29.925617>,<2.335754 | 35.792187>,<-58.633915 | -31.086836>,<159.200531 | 159.200531>,<-0.610622 | -0.610622>,<139.312134 | 139.312134>,<-0.647659 | -0.647659>,<-87.017830 | -87.017830>,<-154.567230 | -154.567230>,<-74.508049 | -74.508049>,<-154.561661 | -154.561661>
5,4.000000,276.000000,578.203430,89.712791,53.118351,55.477875,56.372944,54.179161,78.219711,79.270782,79.600708,79.429214,30.244209,30.864265,33.411549,30.065054,<3.756429 | 33.309818>,<-46.451462 | -27.792658>,<3.211064 | 33.594788>,<-58.032681 | -27.103252>,<159.200531 | 159.200531>,<-0.610622 | -0.610622>,<139.312134 | 139.312134>,<-0.647659 | -0.647659>,<-87.017830 | -87.017830>,<-139.674713 | -139.674713>,<-74.508049 | -74.508049>,<-154.561661 | -154.561661>
6,2.000000,298.260010,633.980591,78.557686,53.375381,55.908043,57.101639,53.246075,78.219711,79.270782,78.838188,79.429214,30.244209,30.864265,33.411549,30.065054,<7.575330 | 32.706055>,<-45.213814 | -27.744696>,<4.821557 | 34.415951>,<-56.897099 | -29.074478>,<159.200531 | 159.200531>,<-0.818844 | -0.818844>,<139.312134 | 139.312134>,<-0.647659 | -0.647659>,<-40.714600 | -40.714600>,<-139.674713 | -139.674713>,<-30.588911 | -30.588911>,<-154.561661 | -154.561661>
7,0.000000,313.559998,524.374634,120.520187,54.772930,56.787769,57.644077,52.618080,78.219711,79.270782,78.838188,78.210106,32.262573,30.864265,33.411549,30.065054,<8.445361 | 31.367474>,<-42.490108 | -24.459351>,<2.660422 | 30.686102>,<-53.821091 | -29.134686>,<159.200531 | 159.200531>,<-3.533672 | -3.533672>,<139.312134 | 139.312134>,<-0.647659 | -0.647659>,<-31.921883 | -31.921883>,<-139.674713 | -139.674713>,<-30.588911 | -30.588911>,<-148.294266 | -148.294266>
8,0.000000,328.880005,560.872009,160.428726,56.024834,57.364468,57.668087,53.121841,78.219711,78.546631,78.838188,78.210106,32.262573,30.864265,33.411549,30.065054,<8.747163 | 31.439386>,<-42.408512 | -25.291071>,<4.746259 | 31.431929>,<-51.396263 | -29.084967>,<159.200531 | 159.200531>,<-3.533672 | -3.533672>,<133.792847 | 133.792847>,<-0.647659 | -0.647659>,<-31.921883 | -31.921883>,<-138.539413 | -138.539413>,<-27.684662 | -27.684662>,<-148.294266 | -148.294266>
9,0.000000,364.600006,635.986694,157.256775,56.552792,59.186821,57.344765,53.300331,78.219711,78.546631,78.838188,78.210106,32.262573,30.864265,33.411549,30.065054,<4.787356 | 26.726032>,<-37.733410 | -20.403946>,<6.186680 | 29.129017>,<-49.554935 | -30.298986>,<143.565430 | 143.565430>,<-3.533672 | -3.533672>,<133.792847 | 133.792847>,<-0.647659 | -0.647659>,<-31.921883 | -31.921883>,<-138.539413 | -138.539413>,<-27.684662 | -27.684662>,<-126.549515 | -126.549515>
10,1.000000,371.820007,701.442871,180.381927,55.429268,60.486362,56.637241,53.750229,78.183105,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,34.456699,<3.902979 | 27.157906>,<-37.138512 | -19.802605>,<3.540812 | 26.357483>,<-46.009541 | -26.973885>,<143.565430 | 143.565430>,<-3.533672 | -3.533672>,<126.638428 | 126.638428>,<-0.647659 | -0.647659>,<-87.434265 | -87.434265>,<-138.539413 | -138.539413>,<-140.451065 | -140.451065>,<-133.709061 | -133.709061>
11,2.000000,387.609985,715.711975,187.048462,54.581444,62.260586,55.398121,53.967705,78.333908,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,34.456699,<2.085204 | 25.160450>,<-36.499863 | -18.202536>,<3.124154 | 23.291553>,<-42.267200 | -24.249544>,<143.565430 | 143.565430>,<-3.533672 | -3.533672>,<112.630951 | 112.630951>,<-0.647659 | -0.647659>,<-39.678650 | -39.678650>,<-138.539413 | -138.539413>,<-73.404068 | -73.404068>,<-118.724030 | -118.724030>
12,1.000000,395.730011,675.235657,156.284348,53.624722,62.805099,55.425636,53.431717,78.183105,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,34.456699,<0.662797 | 24.763422>,<-34.944515 | -15.906681>,<1.628163 | 20.469124>,<-38.591618 | -20.226963>,<143.565430 | 143.565430>,<-0.086838 | -0.086838>,<112.630951 | 112.630951>,<-0.647659 | -0.647659>,<-59.229355 | -59.229355>,<-138.539413 | -138.539413>,<-152.016525 | -152.016525>,<-118.724030 | -118.724030>
13,0.000000,402.570007,687.302795,142.666321,52.465054,64.169975,54.992455,52.102230,78.183105,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,34.456699,<1.053513 | 24.285442>,<-34.138851 | -15.821007>,<3.528351 | 19.019026>,<-36.041859 | -18.689972>,<143.565430 | 143.565430>,<-3.533672 | -3.533672>,<112.630951 | 112.630951>,<-0.647659 | -0.647659>,<-27.113207 | -27.113207>,<-138.539413 | -138.539413>,<-27.684662 | -27.684662>,<-118.724030 | -118.724030>
14,0.000000,416.160004,714.736084,211.065659,53.068348,63.574928,55.674999,52.299755,78.183105,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,34.456699,<0.596888 | 21.203053>,<-31.591743 | -13.354971>,<3.532844 | 17.943895>,<-36.278893 | -18.897272>,<41.522018 | 41.522018>,<-3.533672 | -3.533672>,<60.858536 | 60.858536>,<-0.647659 | -0.647659>,<-15.215075 | -15.215075>,<-65.114670 | -65.114670>,<-27.684662 | -27.684662>,<-118.724030 | -118.724030>
15,0.000000,441.480011,749.386475,237.655777,52.970070,64.627983,54.415272,52.561859,78.183105,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,34.456699,<0.801332 | 20.333921>,<-32.062218 | -13.497641>,<2.893059 | 16.755135>,<-33.630360 | -18.939457>,<41.522018 | 41.522018>,<-3.533672 | -3.533672>,<60.858536 | 60.858536>,<-0.647659 | -0.647659>,<-15.215075 | -15.215075>,<-65.114670 | -65.114670>,<-27.684662 | -27.684662>,<-94.546333 | -94.546333>
16,0.000000,432.149994,695.346008,158.982361,52.681450,65.047318,54.797031,52.280853,78.183105,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,34.456699,<0.267783 | 19.677727>,<-32.963898 | -14.424726>,<3.090044 | 17.421770>,<-34.993370 | -19.166994>,<39.690262 | 39.690262>,<-3.533672 | -3.533672>,<141.290039 | 141.290039>,<-0.647659 | -0.647659>,<-15.215075 | -15.215075>,<-154.960297 | -154.960297>,<-27.684662 | -27.684662>,<-94.546333 | -94.546333>
17,1.000000,456.019989,756.098816,219.326019,54.629601,65.389565,56.720112,51.102806,76.741547,78.546631,78.838188,79.327614,32.262573,36.889206,33.411549,36.877819,<0.078535 | 19.288715>,<-31.624290 | -14.052077>,<1.403545 | 15.634183>,<-34.781055 | -18.744068>,<39.690262 | 39.690262>,<-5.281303 | -5.281303>,<72.388382 | 72.388382>,<-0.647659 | -0.647659>,<-24.818420 | -24.818420>,<-81.691254 | -81.691254>,<-143.820648 | -143.820648>,<-137.334427 | -137.334427>
18,3.000000,432.260010,669.456848,237.368484,54.265854,65.043610,54.317272,51.603477,76.741547,78.824249,78.838188,78.210106,32.262573,36.889206,33.411549,36.877819,<-1.524599 | 20.040531>,<-32.435516 | -15.978626>,<2.101231 | 16.664604>,<-35.326855 | -19.826227>,<74.376526 | 74.376526>,<-5.281303 | -5.281303>,<143.639587 | 143.639587>,<-0.647659 | -0.647659>,<-71.462044 | -71.462044>,<-126.330475 | -126.330475>,<-58.144547 | -58.144547>,<-115.989052 | -115.989052>
19,0.000000,453.140015,742.118774,232.779221,54.905167,65.104439,55.692387,51.975006,76.741547,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,36.877819,<0.059971 | 19.505806>,<-30.961803 | -14.616267>,<2.623721 | 14.286245>,<-33.769188 | -18.361134>,<35.094879 | 35.094879>,<-5.281303 | -5.281303>,<60.858536 | 60.858536>,<-0.647659 | -0.647659>,<-15.215075 | -15.215075>,<-44.310844 | -44.310844>,<-27.684662 | -27.684662>,<-59.224941 | -59.224941>
20,0.000000,457.519989,668.738281,285.421448,56.065292,65.180374,56.897903,50.181610,76.741547,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,36.877819,<0.381367 | 19.514687>,<-30.999994 | -14.853863>,<2.810037 | 14.364204>,<-33.688564 | -18.654085>,<35.094879 | 35.094879>,<-5.281303 | -5.281303>,<60.858536 | 60.858536>,<-0.647659 | -0.647659>,<-15.215075 | -15.215075>,<-44.310844 | -44.310844>,<-27.684662 | -27.684662>,<-59.224941 | -59.224941>
21,3.000000,457.029999,687.306152,321.763855,56.154034,65.984230,55.450600,51.472382,76.741547,78.546631,79.630348,78.210106,32.262573,36.889206,33.411549,30.345955,<-1.354919 | 20.853613>,<-31.967432 | -15.794143>,<3.447620 | 14.499268>,<-34.907810 | -19.396143>,<118.148773 | 118.148773>,<-5.281303 | -5.281303>,<123.255005 | 123.255005>,<-0.647659 | -0.647659>,<-123.207397 | -123.207397>,<-143.425613 | -143.425613>,<-97.168327 | -97.168327>,<-101.799271 | -101.799271>
22,1.000000,466.000000,746.464722,266.178955,58.945335,66.612259,56.297897,50.395058,76.741547,78.546631,78.838188,78.210106,32.262573,36.889206,33.411549,36.877819,<-0.472713 | 19.108511>,<-31.405972 | -14.448014>,<2.669414 | 14.389748>,<-34.096001 | -20.279398>,<35.094879 | 35.094879>,<-5.281303 | -5.281303>,<139.293121 | 139.293121>,<-3.156628 | -3.156628>,<-112.767120 | -112.767120>,<-153.524811 | -153.524811>,<-38.369835 | -38.369835>,<-138.863174 | -138.863174>
23,0.000000,469.579987,792.036926,243.313461,58.757183,67.096275,56.142838,51.706539,76.741547,78.891953,78.838188,78.210106,32.262573,36.889206,33.411549,36.877819,<1.034250 | 19.210518>,<-31.278509 | -14.626295>,<3.634410 | 13.757086>,<-34.646950 | -20.385811>,<35.160690 | 35.160690>,<-5.281303 | -5.281303>,<60.858536 | 60.858536>,<-0.573967 | -0.573967>,<-13.325546 | -13.325546>,<-107.943977 | -107.943977>,<-27.684662 | -27.684662>,<-65.959488 | -65.959488>
24,0.000000,475.859985,802.138428,306.856201,57.769241,67.941498,56.461197,51.512917,76.741547,78.891953,78.838188,78.210106,32.262573,36.889206,33.411549,36.877819,<1.114020 | 19.138428>,<-30.547041 | -14.060022>,<3.635990 | 14.824381>,<-34.043228 | -20.231256>,<35.160690 | 35.160690>,<-5.281303 | -5.281303>,<60.858536 | 60.858536>,<-0.573967 | -0.573967>,<-1.026756 | -1.026756>,<-42.910866 | -42.910866>,<-27.684662 | -27.684662>,<-59.224941 | -59.224941>
25,0.000000,497.869995,809.036987,306.635315,58.675156,68.380669,56.667557,51.650902,76.741547,78.891953,78.838188,78.729431,32.262573,36.889206,33.411549,36.877819,<0.631617 | 19.451435>,<-29.953102 | -13.730522>,<3.306661 | 13.905766>,<-33.121021 | -19.602068>,<35.855034 | 35.855034>,<-2.160450 | -2.160450>,<60.858536 | 60.858536>,<-0.573967 | -0.573967>,<-23.711250 | -23.711250>,<-42.910866 | -42.910866>,<-27.684662 | -27.684662>,<-59.224941 | -59.224941>
26,0.000000,499.640015,697.960693,342.523895,58.701759,68.246902,58.231182,51.796230,76.741547,78.891953,78.838188,78.210106,32.701626,36.889206,33.411549,36.877819,<1.023823 | 19.715815>,<-29.712629 | -14.442474>,<3.869941 | 12.706952>,<-31.808777 | -19.330465>,<24.543015 | 24.543015>,<-5.281303 | -5.281303>,<60.858536 | 60.858536>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-42.910866 | -42.910866>,<-27.684662 | -27.684662>,<-59.224941 | -59.224941>
27,0.000000,513.900024,806.159607,320.464325,59.578789,69.362038,58.141911,52.187008,76.741547,78.891953,78.838188,78.210106,32.701626,36.889206,33.411549,36.877819,<1.152886 | 19.903240>,<-29.334183 | -14.001102>,<3.613127 | 12.369690>,<-30.413280 | -18.885160>,<24.543015 | 24.543015>,<-5.281303 | -5.281303>,<23.596516 | 23.596516>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-37.502022 | -37.502022>,<-27.684662 | -27.684662>,<-59.224941 | -59.224941>
28,0.000000,530.450012,750.812500,341.519714,60.695824,70.793655,59.749699,52.160866,76.741547,78.891953,78.838188,78.210106,32.701626,46.031139,33.411549,36.877819,<1.202343 | 19.760714>,<-29.628761 | -13.219995>,<4.030362 | 12.275837>,<-28.403631 | -18.346153>,<24.543015 | 24.543015>,<-5.281303 | -5.281303>,<23.596516 | 23.596516>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-37.502022 | -37.502022>,<-5.141064 | -5.141064>,<-59.224941 | -59.224941>
29,2.000000,518.780029,765.165222,330.543121,62.642406,72.802498,60.591835,53.043652,76.741547,78.891953,78.838188,78.210106,37.032291,46.031139,33.411549,33.655479,<0.007407 | 19.755407>,<-31.502447 | -13.059486>,<4.159121 | 14.512362>,<-29.042854 | -18.364771>,<24.543015 | 24.543015>,<-5.183716 | -5.183716>,<146.877960 | 146.877960>,<-12.362682 | -12.362682>,<-64.311531 | -64.311531>,<-156.892441 | -156.892441>,<-5.141064 | -5.141064>,<-112.614113 | -112.614113>
30,1.000000,513.640015,754.596375,365.912476,62.540306,71.469254,61.002331,52.305508,76.741547,78.891953,78.838188,78.210106,46.917061,46.031139,33.411549,36.877819,<1.413113 | 20.928913>,<-29.930641 | -13.752157>,<2.685101 | 12.158429>,<-28.824732 | -18.852842>,<93.710495 | 93.710495>,<-5.281303 | -5.281303>,<23.596516 | 23.596516>,<-1.137817 | -1.137817>,<-1.026756 | -1.026756>,<-55.128647 | -55.128647>,<-92.225021 | -92.225021>,<-59.224941 | -59.224941>
31,0.000000,524.169983,683.756226,287.556183,61.979210,70.267143,61.180965,51.690598,76.741547,78.891953,78.838188,78.210106,46.917061,46.031139,33.411549,36.877819,<1.281398 | 20.376886>,<-30.439671 | -12.886456>,<4.132422 | 12.500379>,<-28.869440 | -18.031137>,<33.228012 | 33.228012>,<-4.480507 | -4.480507>,<36.659561 | 36.659561>,<-0.206642 | -0.206642>,<-8.156990 | -8.156990>,<-107.203934 | -107.203934>,<-5.141064 | -5.141064>,<-95.782600 | -95.782600>
32,1.000000,515.359985,745.704590,176.807709,61.599098,71.173836,59.946667,53.170059,76.741547,78.891953,78.838188,78.210106,44.902428,33.313820,33.411549,36.877819,<0.120556 | 21.455317>,<-30.418362 | -13.305868>,<2.154643 | 13.077056>,<-29.289085 | -19.297970>,<100.572021 | 100.572021>,<-5.281303 | -5.281303>,<93.834259 | 93.834259>,<-12.362682 | -12.362682>,<-130.900269 | -130.900269>,<-84.495392 | -84.495392>,<-132.177536 | -132.177536>,<-130.040955 | -130.040955>
33,0.000000,534.650024,709.604675,195.761276,62.354145,71.531342,58.895153,52.475765,76.741547,78.891953,78.838188,78.210106,46.917061,33.313820,33.411549,36.877819,<1.496156 | 20.752172>,<-30.368507 | -13.225345>,<3.712401 | 12.253142>,<-28.769356 | -19.071804>,<36.873314 | 36.873314>,<-5.281303 | -5.281303>,<23.596516 | 23.596516>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-48.225914 | -48.225914>,<-13.318157 | -13.318157>,<-59.224941 | -59.224941>
34,0.000000,515.530029,760.700684,223.193268,62.863792,71.629326,60.380440,52.201942,76.741547,78.891953,78.838188,78.210106,42.904350,46.031139,33.411549,36.877819,<1.099163 | 20.632675>,<-30.222342 | -14.451927>,<3.971641 | 12.047037>,<-28.144127 | -18.758743>,<31.854485 | 31.854485>,<-1.216003 | -1.216003>,<25.495293 | 25.495293>,<-6.960522 | -6.960522>,<-21.041494 | -21.041494>,<-47.558945 | -47.558945>,<-5.141064 | -5.141064>,<-44.845284 | -44.845284>
35,0.000000,531.869995,777.368286,368.506805,63.316795,71.479256,59.550629,52.617035,76.741547,78.891953,78.838188,78.210106,47.428688,46.031139,33.411549,36.877819,<1.467046 | 20.768330>,<-29.415762 | -14.052801>,<4.222774 | 11.804073>,<-28.254982 | -19.155550>,<24.543015 | 24.543015>,<-5.281303 | -5.281303>,<23.596516 | 23.596516>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-37.502022 | -37.502022>,<-5.141064 | -5.141064>,<-44.845284 | -44.845284>
36,1.000000,543.000000,804.923706,344.226837,65.355026,70.430084,60.953037,52.243877,76.741547,78.891953,78.838188,78.210106,45.261612,37.800426,33.411549,36.877819,<1.073002 | 21.592232>,<-29.704502 | -15.264022>,<3.011298 | 13.433014>,<-29.075068 | -19.931049>,<97.054138 | 97.054138>,<-5.281303 | -5.281303>,<135.340179 | 135.340179>,<-12.217010 | -12.217010>,<-64.805115 | -64.805115>,<-107.348251 | -107.348251>,<-103.874466 | -103.874466>,<-56.991348 | -56.991348>
37,1.000000,540.440002,776.873779,310.503967,66.471077,70.515678,60.045254,51.364784,76.741547,78.891953,78.838188,78.210106,47.428688,37.800426,33.411549,33.168251,<0.997683 | 20.988508>,<-29.967928 | -15.199002>,<4.657544 | 13.131095>,<-30.125462 | -20.973577>,<48.901672 | 48.901672>,<-5.281303 | -5.281303>,<97.856339 | 97.856339>,<-12.362682 | -12.362682>,<-73.918045 | -73.918045>,<-108.966110 | -108.966110>,<-5.141064 | -5.141064>,<-93.827766 | -93.827766>
38,2.000000,551.979980,786.562561,348.986633,67.000366,71.466545,59.371994,54.054733,76.741547,78.891953,78.838188,78.210106,40.102974,37.800426,33.411549,36.877819,<0.776505 | 21.287518>,<-30.241188 | -14.386410>,<4.173898 | 13.237979>,<-31.175188 | -21.649414>,<62.673325 | 62.673325>,<-5.281303 | -5.281303>,<100.537827 | 100.537827>,<-12.362682 | -12.362682>,<-48.711227 | -48.711227>,<-78.577454 | -78.577454>,<-14.214111 | -14.214111>,<-100.631958 | -100.631958>
39,1.000000,567.440002,804.570740,197.937973,65.532249,71.774239,60.180164,54.481293,76.741547,79.858582,78.838188,78.210106,35.142483,46.170891,33.411549,36.877819,<0.993877 | 21.377037>,<-31.318768 | -14.678514>,<3.524392 | 13.312106>,<-31.432056 | -21.986877>,<62.673325 | 62.673325>,<-5.281303 | -5.281303>,<144.516785 | 144.516785>,<-12.362682 | -12.362682>,<-48.711227 | -48.711227>,<-140.163345 | -140.163345>,<-26.086823 | -26.086823>,<-100.631958 | -100.631958>
40,0.000000,566.690002,782.603149,340.128571,66.831329,71.223206,61.002201,53.643890,76.741547,78.891953,78.838188,78.210106,47.428688,47.443008,33.411549,36.877819,<1.632409 | 20.797724>,<-29.597620 | -14.269087>,<4.046179 | 11.798827>,<-29.854073 | -21.798134>,<24.543015 | 24.543015>,<-5.281303 | -5.281303>,<23.596516 | 23.596516>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-37.502022 | -37.502022>,<-5.141064 | -5.141064>,<-44.845284 | -44.845284>
41,0.000000,542.679993,782.142212,202.394867,66.373146,72.157059,61.486412,54.132687,76.741547,78.891953,78.838188,78.210106,47.428688,47.443008,33.411549,36.877819,<1.574046 | 21.013210>,<-29.494246 | -15.560908>,<3.439654 | 11.932878>,<-31.129927 | -22.504250>,<26.105782 | 26.105782>,<-5.281303 | -5.281303>,<23.596516 | 23.596516>,<-6.747524 | -6.747524>,<-17.914070 | -17.914070>,<-45.701855 | -45.701855>,<-20.226654 | -20.226654>,<-49.532890 | -49.532890>
42,0.000000,580.260010,889.925720,368.141174,66.994850,71.516396,61.549694,54.402966,76.741547,78.891953,78.838188,78.210106,47.428688,47.443008,33.411549,36.877819,<1.768302 | 20.973204>,<-28.428661 | -13.574485>,<3.812108 | 11.817889>,<-30.944761 | -22.884363>,<24.543015 | 24.543015>,<-5.281303 | -5.281303>,<13.349220 | 13.349220>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-35.358791 | -35.358791>,<0.190968 | 0.190968>,<-44.845284 | -44.845284>
43,0.000000,574.270020,806.229065,352.016602,68.335831,72.174538,61.030220,55.807655,76.741547,78.891953,78.838188,78.210106,47.428688,47.443008,33.411549,36.877819,<1.803256 | 21.209688>,<-28.610523 | -13.790771>,<4.042022 | 11.720660>,<-30.330271 | -22.387470>,<24.543015 | 24.543015>,<-5.281303 | -5.281303>,<13.349220 | 13.349220>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-35.358791 | -35.358791>,<0.190968 | 0.190968>,<-44.845284 | -44.845284>
44,0.000000,574.429993,881.382568,358.650665,68.726936,73.009682,60.270905,56.315468,76.741547,78.891953,78.838188,78.210106,47.428688,47.443008,33.411549,36.877819,<1.692028 | 21.124123>,<-28.797640 | -12.513329>,<4.156979 | 11.672047>,<-29.709850 | -22.088215>,<24.543015 | 24.543015>,<-5.281303 | -5.281303>,<13.349220 | 13.349220>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-35.358791 | -35.358791>,<0.190968 | 0.190968>,<-44.845284 | -44.845284>
45,2.000000,562.210022,885.576538,412.323120,68.014763,71.873611,59.639164,54.428726,76.741547,78.891953,78.838188,78.210106,47.428688,32.088764,30.566168,32.642258,<-0.128923 | 21.711597>,<-30.244715 | -12.794333>,<3.907839 | 12.578977>,<-30.002678 | -21.326241>,<65.717453 | 65.717453>,<-5.281303 | -5.281303>,<66.808838 | 66.808838>,<-12.362682 | -12.362682>,<-99.753860 | -99.753860>,<-115.756683 | -115.756683>,<-52.944134 | -52.944134>,<-80.448303 | -80.448303>
46,0.000000,605.640015,914.022888,406.419830,68.151154,73.026512,60.424995,54.619873,76.741547,78.891953,78.838188,78.210106,47.428688,47.443008,33.411549,36.877819,<1.610272 | 20.892473>,<-30.164284 | -11.939156>,<4.559328 | 11.501897>,<-29.116116 | -20.899607>,<24.543015 | 24.543015>,<-5.281303 | -5.281303>,<13.349220 | 13.349220>,<-12.362682 | -12.362682>,<-1.026756 | -1.026756>,<-35.358791 | -35.358791>,<0.190968 | 0.190968>,<-44.845284 | -44.845284>
47,1.000000,574.070007,777.570313,408.928040,70.069305,73.512543,58.887306,54.925434,76.741547,78.891953,78.838188,78.210106,43.196854,47.443008,33.411549,36.877819,<0.967527 | 21.563326>,<-30.897072 | -11.815513>,<3.744975 | 12.512609>,<-30.392559 | -21.968822>,<93.257523 | 93.257523>,<-5.281303 | -5.281303>,<111.989502 | 111.989502>,<-12.362682 | -12.362682>,<-69.492340 | -69.492340>,<-76.942123 | -76.942123>,<-75.496399 | -75.496399>,<-159.847305 | -159.847305>
48,1.000000,569.409973,788.086426,431.866699,70.554840,73.955101,60.861549,54.954624,76.741547,78.891953,78.838188,78.210106,47.428688,46.012112,33.411549,36.877819,<0.774938 | 21.199436>,<-31.996632 | -12.896246>,<4.252051 | 11.442945>,<-29.239037 | -21.727659>,<47.038055 | 47.038055>,<-5.281303 | -5.281303>,<13.349220 | 13.349220>,<-12.362682 | -12.362682>,<-88.535980 | -88.535980>,<-113.087173 | -113.087173>,<-19.041031 | -19.041031>,<-66.560120 | -66.560120>
49,0.000000,593.640015,882.398987,358.932312,71.121727,73.174461,59.823177,54.744770,76.741547,78.891953,78.838188,78.210106,47.428688,41.639183,33.411549,34.975414,<1.908801 | 21.115324>,<-30.844551 | -12.386230>,<2.791271 | 11.718904>,<-29.862648 | -21.537773>,<26.560242 | 26.560242>,<-5.281303 | -5.281303>,<34.182999 | 34.182999>,<-3.949547 | -3.949547>,<-1.026756 | -1.026756>,<-35.358791 | -35.358791>,<-142.303101 | -142.303101>,<-121.385101 | -121.385101>
50,0.000000,591.989990,900.021423,318.689301,71.874397,74.540123,60.496140,54.982056,76.741547,78.891953,78.838188,78.210106,47.428688,47.443008,33.411549,36.877819,<1.406779 | 21.165537>,<-31.254200 | -12.687070>,<4.375805 | 11.727187>,<-28.008625 | -20.735462>,<28.556274 | 28.556274>,<-5.281303 | -5.281303>,<28.585953 | 28.585953>,<-3.640839 | -3.640839>,<-17.724628 | -17.724628>,<-35.358791 | -35.358791>,<-0.917747 | -0.917747>,<-44.845284 | -44.845284>
